"dbn","school","school_type","report_type","principal","superintendent","colocated","colocated_dbns","Universal Literacy","Algebra for All","AP for All","College Access for All (MS)","College Access for All (HS)","Computer Science for All","Single Shepherd","District Charter Partnership","MSQI","Learning Partners","Showcase","Community School","PROSE","Consortium School","Gifted and Talented","Dual Language or Transitional","New Arrivals","Mastery Collaborative","admission_method","Phase out","Renewal","Receivership","Rise","federal_accountability_status","district","bfsc"
15K230,P.S. 230 Doris L. Cohen,Elementary,EMS,Maria Della Ragione,Anita Skop,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,K: Zoned School,0,,,,Good Standing,15,KFSN
15K261,P.S. 261 Philip Livingston,Elementary,EMS,Jacqueline Allen Joseph,Anita Skop,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,15,KFSN
15K295,P.S. 295,Elementary,EMS,Linda Mazza,Anita Skop,1,15K443,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,15,KFSN
15K321,P.S. 321 William Penn,Elementary,EMS,Elizabeth Phillips,Anita Skop,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,15,KFSN
15K418,The Children's School,Elementary,EMS,,Anita Skop,0,,,,,,,,,,,,,,,,,,,,,0,,,,,15,KFSN
15K423,Brooklyn Frontiers High School,High School Transfer,HST,Alona Cohen,Paul Rotondo,0,,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Transfer School: School-managed Admissions,0,,,,Good Standing,15,KFSN
15K429,Digital Arts and Cinema Technology High School,High School,HS,Dawn Meconi,Michael Prayor,1,"15K497, 75K368, 84K129",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Screened,0,,,,Good Standing,15,KFSN
15K442,M.S. 442 Carroll Gardens School for Innovation,Middle,EMS,Noreen Mills,Anita Skop,1,15K863,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,MS: Screened,0,,,,Good Standing,15,KFSN
15K443,New Voices School of Academic & Creative Arts,Middle,EMS,Frank Giordano,Anita Skop,1,15K295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Screened,0,,,,Good Standing,15,KFSN
15K447,The Math & Science Exploratory School,Middle,EMS,Arin Rusch,Anita Skop,1,15K656,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MS: Screened,0,,,,Good Standing,15,KFSN
15K448,Brooklyn Secondary School for Collaborative Studie,Middle,EMS,Priscilla Chan,Kathy Pelles,1,15K146,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"MS: Screened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,15,AFSA
15K448,Brooklyn Secondary School for Collaborative Studie,High School,HS,Priscilla Chan,Kathy Pelles,1,15K146,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"MS: Screened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,15,AFSA
15K462,John Jay School for Law,High School,HS,Deborah Glauner,Michael Prayor,1,"15K463, 15K464, 15K684",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,15,KFSN
15K463,Secondary School for Journalism,High School,HS,Livingston Hilaire,Michael Prayor,1,"15K462, 15K464, 15K684",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,15,KFSN
15K464,Park Slope Collegiate,Middle,EMS,Jill Bloomberg,Michael Prayor,1,"15K462, 15K463, 15K684",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Ed. Opt., For Continuing 8th Graders",0,,,,Good Standing,15,KFSN
15K464,Park Slope Collegiate,High School,HS,Jill Bloomberg,Michael Prayor,1,"15K462, 15K463, 15K684",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Ed. Opt., For Continuing 8th Graders",0,,,,Good Standing,15,KFSN
15K497,The Boerum Hill School for International Studies,Middle,EMS,Nicole Lanzillotto,Anita Skop,1,"15K429, 75K368, 84K129",0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"MS: Screened, Screened: Language, HS: Screened",0,,,,Targeted Support and Improvement,15,KFSN
15K497,The Boerum Hill School for International Studies,High School,HS,Nicole Lanzillotto,Anita Skop,1,"15K429, 75K368, 84K129",0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"MS: Screened, Screened: Language, HS: Screened",0,,,,Targeted Support and Improvement,15,KFSN
15K516,Sunset Park Avenues Elementary School,Elementary,EMS,Jill Smith,Anita Skop,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,15,KFSN
15K519,Cobble Hill School of American Studies,High School,HS,Annamaria Mule,Michael Prayor,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,15,KFSN
15K529,West Brooklyn Community High School,High School Transfer,HST,Gloria Rosario,Paul Rotondo,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Transfer School: School-managed Admissions,0,,,,Comprehensive Support and Improvement,15,KFSN
15K592,Khalil Gibran International Academy,High School,HS,Winston Hamann,Donald Conyers,1,75K753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,HS: Limited Unscreened,0,,,,Good Standing,15,AFSA
15K656,Brooklyn High School of the Arts,High School,HS,Daniel Vecchiano,Anita Skop,1,15K447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Audition,0,,,,Good Standing,15,KFSN
15K667,Sunset Park High School,High School,HS,Victoria Antonini,Michael Prayor,1,75K371,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,15,KFSN
15K676,Red Hook Neighborhood School,Elementary,EMS,Priscilla Figueroa,Anita Skop,1,84K730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Comprehensive Support and Improvement,15,KFSN
15K684,Millennium Brooklyn HS,High School,HS,Kevin Conway,Michael Prayor,1,"15K462, 15K463, 15K464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Screened,0,,,,Good Standing,15,KFSN
15K698,South Brooklyn Community High School,High School Transfer,HST,Latoya Kittrell,Paul Rotondo,0,,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Transfer School: School-managed Admissions,0,,,,Comprehensive Support and Improvement,15,KFSN
15K821,Sunset Park Prep,Middle,EMS,Jennifer Spalding,Anita Skop,1,15K136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MS: Screened,0,,,,Good Standing,15,KFSN
15K839,M.S. 839,Middle,EMS,Michael Perlberg,Anita Skop,1,"15K130, 75K053",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,15,KFSN
16K005,P.S. 005 Dr. Ronald Mcnair,Elementary,EMS,Lena Gates,Rahesha Amon,1,75K369,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K021,P.S. 021 Crispus Attucks,Elementary,EMS,Leslie Frazier,Rahesha Amon,0,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K025,P.S. 025 Eubie Blake School,Elementary,EMS,Anita Coley,Rahesha Amon,1,84K883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,1,,,,Good Standing,16,KFSN
16K026,P.S. 026 Jesse Owens,Elementary,EMS,Cynthia Celestine,Rahesha Amon,1,"16K681, 75K140",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K028,P.S. 028 The Warren Prep Academy,Elementary,EMS,Judith James,Rahesha Amon,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K035,M.S. 035 Stephen Decatur,Middle,EMS,Jacqueline Charles,Rahesha Amon,1,"16K628, 75K141",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,16,KFSN
16K040,P.S. 040 George W. Carver,Elementary,EMS,Louise Antoine,Rahesha Amon,1,16K594,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K057,J.H.S. 057 Whitelaw Reid,Middle,EMS,Anthony Lett,Rahesha Amon,1,"16K688, 84K892",0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,16,KFSN
16K081,P.S. 081 Thaddeus Stevens,Elementary,EMS,Cheryl Ault- Baker,Rahesha Amon,1,75K004,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K243,P.S. 243K- The Weeksville School,Elementary,EMS,Karen Hambright-Glove,Rahesha Amon,1,84K360,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Elementary,EMS,Joeletha Ferguson,Rahesha Amon,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Unscreened",0,,,,Good Standing,16,KFSN
16K267,"M.S. 267 Math, Science & Technology",Middle,EMS,Patricia King,Rahesha Amon,1,"84K648, 84K649",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,16,KFSN
16K308,P.S. 308 Clara Cardwell,K-8,EMS,Sharon Odwin,Rahesha Amon,1,84K406,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"K: Zoned School, MS: Unscreened",0,,,,Comprehensive Support and Improvement,16,KFSN
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,EMS,Tanya Bryant,Rahesha Amon,1,84K712,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K335,P.S. 335 Granville T. Woods,Elementary,EMS,Karena Thompson,Rahesha Amon,0,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K455,Boys and Girls High School,High School,HS,Grecian Harrison,Michael Alcoff,1,"16K669, 16K765, 79Q950",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"HS: Screened, Zoned Guarantee",0,1,,,Good Standing,16,KFSN
16K498,Brooklyn High School for Law and Technology,High School,HS,Vernon Johnson,Karen Watts,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"HS: Ed. Opt., Screened",0,,,,Good Standing,16,KFSN
16K594,Gotham Professional Arts Academy,High School,HS,Alexander White,Kathy Pelles,1,16K040,,,,,,,,,,,,,,,,,,,,0,,,,Good Standing,16,AFSA
16K627,Brighter Choice Community School,Elementary,EMS,Fabayo Mc Intosh - Gor,Rahesha Amon,1,75K140,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,16,KFSN
16K628,Brooklyn Brownstone School,Elementary,EMS,Beatrice Thompson,Rahesha Amon,1,"16K035, 75K141",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,K: Non-Zoned School,0,,,,Good Standing,16,KFSN
16K669,Research and Service High School,High School Transfer,HST,Allison Farrington,Michael Alcoff,1,"16K455, 16K765, 79Q950",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Transfer School: School-managed Admissions,0,,,,Good Standing,16,KFSN
16K681,Madiba Prep Middle School,Middle,EMS,Anne Marie Malcolm,Rahesha Amon,1,"16K026, 75K140",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MS: Unscreened,0,,,,Comprehensive Support and Improvement,16,KFSN
16K688,The Brooklyn Academy of Global Finance,High School,HS,Dannielle Darbee,Rahesha Amon,1,"16K057, 84K892",0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,16,KFSN
16K765,Nelson Mandela High School,High School,HS,Tabari Bomani,Michael Alcoff,1,"16K455, 16K669, 79Q950",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,HS: Limited Unscreened,0,,,,Good Standing,16,KFSN
16K959,BOYS AND GIRLS YABC,YABC,YABC,,Michael Alcoff,0,"16K455, 16K669, 16K765, 79Q950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,16,KFSN
17K002,Parkside Preparatory Academy,Middle,EMS,Adrienne Spencer,Clarence Ellis,1,"75K141, 84K704",0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"MS: Composite Score, Unscreened",0,,,,Good Standing,17,KFSS
17K006,Norma Adams Clemons Academy,Elementary,EMS,Sharon Porter,Clarence Ellis,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K012,Dr. Jacqueline Peek-Davis School,Elementary,EMS,Nyree Dixon,Clarence Ellis,1,17K484,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K061,M.S. 061 Dr. Gladstone H. Atwell,Middle,EMS,Dewana Daids,Clarence Ellis,0,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"MS: Composite Score, Screened, Unscreened",0,,,,Good Standing,17,KFSS
17K091,P.S. 091 The Albany Avenue School,Elementary,EMS,Tessa Alleyne,Clarence Ellis,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K092,P.S. 092 Adrian Hegeman,Elementary,EMS,John Samerson,Clarence Ellis,1,84K876,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K122,Pathways in Technology Early College High School (,High School,HS,Rashid Davis,Fred Walsh,1,17K751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,17,AFSA
17K138,P.S. 138 Brooklyn,K-8,EMS,Marie Chauvet Monchik,Clarence Ellis,1,84K756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Unscreened",0,,,,Good Standing,17,KFSS
17K161,P.S. 161 The Crown,Elementary,EMS,Michael Johnson,Clarence Ellis,1,84K741,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K181,P.S. 181 Brooklyn,K-8,EMS,Victor Esannason,Clarence Ellis,1,75K396,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Unscreened",0,,,,Good Standing,17,KFSS
17K189,P.S. 189 The Bilingual Center,K-8,EMS,Berthe Faustin,Clarence Ellis,0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"K: Zoned School, MS: Screened",0,,,,Good Standing,17,KFSS
17K191,P.S. 191 Paul Robeson,Elementary,EMS,Elsi Capolongo,Clarence Ellis,1,84K712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K221,P.S. 221 Toussaint L'Ouverture,Elementary,EMS,Stephanie Martin,Clarence Ellis,1,84K692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K241,P.S. 241 Emma L. Johnston,Elementary,EMS,Frantz Lucius,Clarence Ellis,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K246,M.S. 246 Walt Whitman,Middle,EMS,Bently Warrington,Clarence Ellis,1,84K741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"MS: Composite Score, Unscreened",0,,,,Good Standing,17,KFSS
17K249,P.S. 249 The Caton,Elementary,EMS,Elisa Brown,Clarence Ellis,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K289,P.S. 289 George V. Brower,Elementary,EMS,Marc Mardy,Clarence Ellis,1,75K396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K316,P.S. 316 Elijah Stroud,Elementary,EMS,Olga Maluf,Clarence Ellis,1,17K353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K340,I.S. 340,Middle,EMS,Tamara Johnson,Clarence Ellis,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Composite Score, Limited Unscreened",0,,,,Good Standing,17,KFSS
17K352,Ebbets Field Middle School,Middle,EMS,Jeanne Rowe,Clarence Ellis,1,"17K375, 84K333",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,MS: Unscreened,0,,,1,Good Standing,17,KFSS
17K353,Elijah Stroud Middle School,Middle,EMS,Tricia Delauney,Clarence Ellis,1,17K316,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,17,KFSS
17K354,The School of Integrated Learning,Middle,EMS,Monique Campbell,Clarence Ellis,1,84K357,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,"MS: Composite Score, Unscreened",0,,,,Good Standing,17,KFSS
17K375,P.S. 375 Jackie Robinson School,Elementary,EMS,Schwanna Ellman,Clarence Ellis,1,"17K352, 84K333",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K382,Academy for College Preparation and Career Explora,Middle,EMS,Joan Mosely,Michael Prayor,1,"17K408, 17K537, 17K539, 17K543",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,17,KFSS
17K382,Academy for College Preparation and Career Explora,High School,HS,Joan Mosely,Michael Prayor,1,"17K408, 17K537, 17K539, 17K543",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,17,KFSS
17K394,M.S. K394,K-8,EMS,Sojourner Welch-David,Clarence Ellis,1,84K742,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Non-Zoned School, MS: Composite Score, Screened",0,,,,Good Standing,17,KFSS
17K397,P.S. 397 Foster-Laurie,Elementary,EMS,Marie Casseus Monteau,Clarence Ellis,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K398,P.S. 398 Walter Weaver,Elementary,EMS,Tammy Katan Brown,Clarence Ellis,1,17K770,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K399,P.S. 399 Stanley Eugene Clark,Elementary,EMS,Marion Brown,Clarence Ellis,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K408,Academy of Hospitality and Tourism,High School,HS,Shirley Miller,Fred Walsh,1,"17K382, 17K537, 17K539, 17K543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,17,AFSA
17K467,Erasmus Yabc,YABC,YABC,Angela Pugh Roberson,Fred Walsh,0,"17K382, 17K408, 17K537, 17K539, 17K543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,17,AFSA
17K484,Ronald Edmonds Learning Center II,Middle,EMS,Michele Luard,Clarence Ellis,1,17K012,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MS: Limited Unscreened,0,,,,Good Standing,17,KFSS
17K489,W.E.B. Dubois Academic High School,High School Transfer,HST,Catherine Hartnett,Paul Rotondo,1,79M973,,,,,,,,,,,,,,,,,,,,1,,,,,17,KFSS
17K524,International High School at Prospect Heights,High School,HS,Nedda De Castro,Kathy Pelles,1,"17K528, 17K547, 17K548",0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,HS: Screened: Language,0,,,,Good Standing,17,AFSA
17K528,The High School for Global Citizenship,High School,HS,Michelle Rochon,Clarence Ellis,1,"17K524, 17K547, 17K548",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"HS: Limited Unscreened, Screened",0,,,,Good Standing,17,KFSS
17K531,"School for Human Rights, The",Middle,EMS,Michael Alexander,Michael Prayor,1,"17K546, 17K745",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Unscreened, HS: Unscreened",0,,,,Good Standing,17,KFSS
17K531,"School for Human Rights, The",High School,HS,Michael Alexander,Michael Prayor,1,"17K546, 17K745",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Unscreened, HS: Unscreened",0,,,,Good Standing,17,KFSS
17K532,New Bridges Elementary,Elementary,EMS,Kevin Bowles,Clarence Ellis,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,17,KFSS
17K537,High School for Youth and Community Development at,High School,HS,Mary Prendergast,Donald Conyers,1,"17K382, 17K408, 17K539, 17K543",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,17,AFSA
17K539,High School for Service & Learning at Erasmus,High School,HS,Josephine Van Ess,Donald Conyers,1,"17K382, 17K408, 17K537, 17K543",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,17,AFSA
17K543,"Science, Technology and Research Early College Hig",Middle,EMS,Eric Blake,Fred Walsh,1,"17K382, 17K408, 17K537, 17K539",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,17,AFSA
17K543,"Science, Technology and Research Early College Hig",High School,HS,Eric Blake,Fred Walsh,1,"17K382, 17K408, 17K537, 17K539",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,17,AFSA
17K546,High School for Public Service: Heroes of Tomorrow,High School,HS,Sean Rice,Donald Conyers,1,"17K531, 17K745",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"HS: Ed. Opt., Screened",0,,,,Good Standing,17,AFSA
17K547,Brooklyn Academy of Science and the Environment,High School,HS,Gail Lambert,Donald Conyers,1,"17K524, 17K528, 17K548",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,17,AFSA
17K548,Brooklyn School for Music & Theatre,High School,HS,Pamela Randazzo,Donald Conyers,1,"17K524, 17K528, 17K547",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,17,AFSA
17K568,Brownsville Academy High School,High School Transfer,HST,Carol Ying,Paul Rotondo,1,84K757,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transfer School: School-managed Admissions,0,,,,Good Standing,17,KFSS
17K590,Medgar Evers College Preparatory School,Middle,EMS,Michael Wiltshire,Fred Walsh,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"MS: School-managed Admissions, HS: Screened",0,,,,Good Standing,17,AFSA
17K590,Medgar Evers College Preparatory School,High School,HS,Michael Wiltshire,Fred Walsh,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"MS: School-managed Admissions, HS: Screened",0,,,,Good Standing,17,AFSA
17K600,Clara Barton High School,High School,HS,Richard Forman,Michael Prayor,0,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"HS: Ed. Opt., Screened, Screened: Language",0,,,,Good Standing,17,KFSS
17K705,Brooklyn Arts and Science Elementary School,Elementary,EMS,Sandra Beauvoir Soto,Clarence Ellis,1,84K333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Comprehensive Support and Improvement,17,KFSS
17K722,New Heights Middle School,Middle,EMS,Ativia Sandusky,Clarence Ellis,1,84K356,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,MS: Limited Unscreened,0,,,,Good Standing,17,KFSS
17K745,Brooklyn Institute for Liberal Arts,High School,HS,Ann Marie Henry Stephens,Michael Prayor,1,"17K531, 17K546",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,17,KFSS
17K751,Academy for Health Careers,High School,HS,Deonne Martin,Donald Conyers,1,17K122,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,17,AFSA
17K770,P.S. 770 New American Academy,Elementary,EMS,Jessica Saratovsky,Clarence Ellis,1,17K398,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,K: Non-Zoned School,0,,,,Good Standing,17,KFSS
18K066,P.S. 66,K-8,EMS,Lucille Jackson,Beverly Wilkins,1,75K771,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Non-Zoned School, MS: Unscreened",0,,,,Good Standing,18,KFSS
18K068,I.S. 068 Isaac Bildersee,Middle,EMS,Merve Williams,Beverly Wilkins,1,84K379,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"MS: Composite Score, Screened: Language, Unscreened",0,,,,Good Standing,18,KFSS
18K114,P.S. 114 Ryder Elementary,Elementary,EMS,Darwin Smith,Beverly Wilkins,1,84K379,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,18,KFSS
18K115,P.S. 115 Daniel Mucatel School,Elementary,EMS,Loren Borgese,Beverly Wilkins,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,18,KFSS
18K135,P.S. 135 Sheldon A. Brookner,Elementary,EMS,Trevlyn Mcrae,Beverly Wilkins,0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,18,KFSS
18K208,P.S. 208 Elsa Ebeling,Elementary,EMS,Nakoley Renville,Beverly Wilkins,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,18,KFSS
18K211,I.S. 211 John Wilson,Middle,EMS,Carolyn James,Beverly Wilkins,1,84K724,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Composite Score, Unscreened",0,,,,Good Standing,18,KFSS
