"dbn","school","school_type","report_type","principal","superintendent","colocated","colocated_dbns","Universal Literacy","Algebra for All","AP for All","College Access for All (MS)","College Access for All (HS)","Computer Science for All","Single Shepherd","District Charter Partnership","MSQI","Learning Partners","Showcase","Community School","PROSE","Consortium School","Gifted and Talented","Dual Language or Transitional","New Arrivals","Mastery Collaborative","admission_method","Phase out","Renewal","Receivership","Rise","federal_accountability_status","district","bfsc"
08X152,P.S. 152 Evergreen,Elementary,EMS,Frances Lynch,Karen Ames,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,08,XFSC
08X182,P.S. 182,Elementary,EMS,Anne Ogrady,Karen Ames,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,08,XFSC
08X269,Bronx Studio School for Writers and Artists,Middle,EMS,Dawn Verhille,Karen Ames,0,,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"MS: Unscreened, HS: Limited Unscreened",0,,,,Good Standing,08,XFSC
08X269,Bronx Studio School for Writers and Artists,High School,HS,Dawn Verhille,Karen Ames,0,,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"MS: Unscreened, HS: Limited Unscreened",0,,,,Good Standing,08,XFSC
08X282,Women's Academy of Excellence,High School,HS,Arnette Crocker,Carron Staple,1,"08X367, 08X375",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,08,XFSC
08X293,Renaissance High School for Musical Theater & Tech,High School,HS,Maria Herrera,Carron Staple,1,"08X320, 08X348, 08X349, 08X405, 08X558, 79Q950",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,08,XFSC
08X301,M.S. 301 Paul L. Dunbar,Middle,EMS,Hesham Farid,Karen Ames,1,"75X188, 84X487",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MS: Unscreened,0,1,,,Good Standing,08,XFSC
08X302,M.S. 302 Luisa Dessus Cruz,Middle,EMS,Liza Ortiz,Karen Ames,1,84X487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Zoned,0,,,,Good Standing,08,XFSC
08X304,P.S. 304 Early Childhood School,Elementary,EMS,Joseph Nobile,Karen Ames,1,"08X101, 75X010",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Non-Zoned School,0,,,,Good Standing,08,XFSC
08X312,Millennium Art Academy,High School,HS,Herman Guy,Carron Staple,1,"08X376, 08X377, 08X432, 08X452, 08X561, 79Q950",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Ed. Opt.,0,,,,Good Standing,08,XFSC
08X320,Pelham Lab High School,High School,HS,Jason Wagner,Carron Staple,1,"08X293, 08X348, 08X349, 08X405, 08X558, 79Q950",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,08,XFSC
08X332,Holcombe L. Rucker School of Community Research,High School,HS,Sharif Rucker,Michael Alcoff,1,"08X530, 79M645",,,,,,,,,,,,,,,,,,,,1,,,,,08,XFSC
08X333,The Longwood Academy of Discovery,Elementary,EMS,Robert German,Karen Ames,1,75X010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,08,XFSC
08X337,The School for Inquiry and Social Justice,Middle,EMS,A Cyprys,Karen Ames,1,08X123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,08,XFSC
08X348,Schuylerville Preparatory High School,High School,HS,Melissa Ramos,Carron Staple,1,"08X293, 08X320, 08X349, 08X405, 08X558, 79Q950",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,08,XFSC
08X349,Bronx River High School,High School,HS,Gregory Fucheck,Carron Staple,1,"08X293, 08X320, 08X348, 08X405, 08X558, 79Q950",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,08,XFSC
08X367,"Archimedes Academy for Math, Science and Technolog",Middle,EMS,Miriam Lazar,Karen Ames,1,"08X282, 08X375",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,08,XFSC
08X367,"Archimedes Academy for Math, Science and Technolog",High School,HS,Miriam Lazar,Karen Ames,1,"08X282, 08X375",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,08,XFSC
08X371,Urban Institute of Mathematics,Middle,EMS,Joshua Partridge,Karen Ames,1,"08X392, 08X467",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,08,XFSC
08X375,The Bronx Mathematics Preparatory School,Middle,EMS,Dyon Rozier,Karen Ames,1,"08X282, 08X367",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MS: Limited Unscreened,0,1,,,Good Standing,08,XFSC
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Middle,EMS,Nalini Singh,Karen Ames,1,"08X312, 08X377, 08X432, 08X452, 08X561, 79Q950",0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,08,XFSC
08X376,Antonia Pantoja Preparatory Academy: A College Boa,High School,HS,Nalini Singh,Karen Ames,1,"08X312, 08X377, 08X432, 08X452, 08X561, 79Q950",0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,08,XFSC
08X377,Bronx Community High School,High School Transfer,HST,Flora Greenaway,Juan Mendez,1,"08X312, 08X376, 08X432, 08X452, 08X561, 79Q950",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Transfer School: School-managed Admissions,0,,,,Good Standing,08,AFSA
08X392,Bronx Delta School,K-3,EC,Maria Rogalle,Karen Ames,1,"08X371, 08X467",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Non-Zoned School,0,,,,Good Standing,08,XFSC
08X405,Herbert H. Lehman High School,High School,HS,John Powers,Carron Staple,1,"08X293, 08X320, 08X348, 08X349, 08X558, 79Q950",0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"HS: Ed. Opt., Screened, Zoned Priority",0,1,1,,Comprehensive Support and Improvement,08,XFSC
08X408,Herbert H. Lehman Yabc,YABC,YABC,,Carron Staple,0,"08X293, 08X320, 08X348, 08X349, 08X405, 08X558, 79Q950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,08,XFSC
08X424,The Hunts Point School,Middle,EMS,David Vazquez,Karen Ames,1,"75X352, 84X345",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MS: Unscreened,0,1,,,Targeted Support and Improvement,08,XFSC
08X432,Bronx Bridges High School,High School,HS,Nelsie Castillo,Carron Staple,1,"08X312, 08X376, 08X377, 08X452, 08X561, 79Q950",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,HS: Screened: Language,0,,,,Good Standing,08,XFSC
08X448,Soundview Academy for Culture and Scholarship,Middle,EMS,William Frackelton,Karen Ames,1,"08X131, 84X464",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,MS: Limited Unscreened,0,,,,Good Standing,08,XFSC
08X452,Gotham Collaborative High School,High School,HS,David Liu,Carron Staple,1,"08X312, 08X376, 08X377, 08X432, 08X561, 79Q950",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,HS: Limited Unscreened,0,,1,,Comprehensive Support and Improvement,08,XFSC
08X467,Mott Hall Community School,Middle,EMS,Benjamin Basile,Karen Ames,1,"08X371, 08X392",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MS: Screened, Unscreened",0,,,,Good Standing,08,XFSC
08X507,Stevenson Yabc,YABC,YABC,,Juan Mendez,0,"08X312, 08X376, 08X377, 08X432, 08X452, 08X561, 79Q950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,08,AFSA
08X519,Felisa Rincon de Gautier Institute for Law and Pub,High School,HS,Lisa Luft,Carron Staple,1,08X537,,,,,,,,,,,,,,,,,,,,1,,,,,08,XFSC
08X530,Longwood Preparatory Academy,High School,HS,Asya Johnson,Michael Alcoff,1,"08X332, 79M645",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,HS: Ed. Opt.,0,1,1,,Comprehensive Support and Improvement,08,XFSC
08X537,Bronx Arena High School,High School Transfer,HST,Ty Cesene,Juan Mendez,1,08X519,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,Transfer School: School-managed Admissions,0,,,,Comprehensive Support and Improvement,08,AFSA
08X558,Westchester Square Academy,High School,HS,Yira Salcedo,Carron Staple,1,"08X293, 08X320, 08X348, 08X349, 08X405, 79Q950",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"HS: Limited Unscreened, Screened",0,,,,Good Standing,08,XFSC
08X559,School for Tourism and Hospitality,High School,HS,Avis Terrell,Carron Staple,1,84X202,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Comprehensive Support and Improvement,08,XFSC
08X561,Bronx Compass High School,High School,HS,Brett Roer,Carron Staple,1,"08X312, 08X376, 08X377, 08X432, 08X452, 79Q950",0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,08,XFSC
08X562,Blueprint Middle School,Middle,EMS,Tyneka Harrington,Karen Ames,1,"08X119, 08X125",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,08,XFSC
08X583,P.S. 583,K-1,EC,Glorimer Lopez,Karen Ames,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,08,XFSC
09X004,P.S./M.S. 004 Crotona Park West,K-8,EMS,Vincent Resto,Leticia Rodriguez-Rosario,1,84X133,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K: Zoned School, MS: Zoned",0,,,,Good Standing,09,XFSC
09X011,P.S. 011 Highbridge,Elementary,EMS,Joan Kong,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X022,J.H.S. 022 Jordan L. Mott,Middle,EMS,Edgar Lin,Leticia Rodriguez-Rosario,1,"09X323, 84X494",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,MS: Unscreened,0,1,,,Good Standing,09,XFSC
09X028,P.S. 028 Mount Hope,Elementary,EMS,Stephen Beckles,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X035,P.S. 035 Franz Siegel,Elementary,EMS,Graciela Navarro,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X042,P.S. 042 Claremont,Elementary,EMS,Lucia Orduz Castillo,Leticia Rodriguez-Rosario,1,75X469,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X053,P.S. 053 Basheer Quisim,Elementary,EMS,Collin Wolfe,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X055,P.S. 055 Benjamin Franklin,Elementary,EMS,Luis Torres,Leticia Rodriguez-Rosario,1,84X494,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X058,P.S. 058,Elementary,EMS,Velma Gunn,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X063,P.S. 063 Author's Academy,Elementary,EMS,Reinaldo Diaz Lens,Leticia Rodriguez-Rosario,1,84X177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X070,P.S. 070 Max Schoenfeld,Elementary,EMS,Kerry Castellano,Leticia Rodriguez-Rosario,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Comprehensive Support and Improvement,09,XFSC
09X073,P.S. 073 Bronx,Elementary,EMS,Vivian Bueno,Leticia Rodriguez-Rosario,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X088,P.S. X088 - S. Silverstein Little Sparrow School,K-3,EC,Melinda Hyer,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X109,P.S. 109 Sedgwick,Elementary,EMS,Josette Claudio,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X110,P.S. 110 Theodore Schoenfeld,Elementary,EMS,Daisy Perez,Leticia Rodriguez-Rosario,1,09X128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,EMS,Olivia Francis Webber,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X117,I.S. 117 Joseph H. Wade,Middle,EMS,Delise Jones,Leticia Rodriguez-Rosario,1,09X568,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,MS: Unscreened,0,1,,,Good Standing,09,XFSC
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,EMS,Nadine Kee Foster,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X128,Mott Hall III,Middle,EMS,Jorisis Stupart,Leticia Rodriguez-Rosario,1,09X110,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MS: Screened,0,,,,Good Standing,09,XFSC
09X132,P.S. 132 Garret A. Morgan,Elementary,EMS,Anissa Reilly,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X163,P.S. 163 Arthur A. Schomburg,Elementary,EMS,Dilsia Martinez,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X170,P.S. 170,K-2,EC,Sonia Acevedo Suarez,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,,09,XFSC
09X199,P.S. 199X - The Shakespeare School,Elementary,EMS,Yasmin Quezada,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X204,P.S. 204 Morris Heights,Elementary,EMS,Amanda Blatter,Leticia Rodriguez-Rosario,1,75X723,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X215,Kappa,Middle,EMS,Sheri Warren,Leticia Rodriguez-Rosario,1,"09X219, 09X517",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MS: Screened,0,,,,Good Standing,09,XFSC
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,EMS,Sergio Caceres,Leticia Rodriguez-Rosario,1,75X723,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"K: Zoned School, MS: Screened: Language",0,,,,Good Standing,09,XFSC
09X219,I.S. 219 New Venture School,Middle,EMS,Dominic Cipollone,Leticia Rodriguez-Rosario,1,"09X215, 09X517",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,MS: Unscreened,0,1,,,Good Standing,09,XFSC
09X227,Bronx Collegiate Academy,High School,HS,D White,Michael Alcoff,1,"09X329, 09X350, 09X412, 09X413, 09X564",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,HS: Limited Unscreened,0,1,,,Good Standing,09,XFSC
09X229,I.S. 229 Roland Patterson,Middle,EMS,Ezra Matthias,Leticia Rodriguez-Rosario,1,09X274,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Unscreened, Zoned",0,,,,Targeted Support and Improvement,09,XFSC
09X231,Eagle Academy for Young Men,Middle,EMS,Hector Velazquez,Michael Alcoff,0,,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,09,XFSC
09X231,Eagle Academy for Young Men,High School,HS,Hector Velazquez,Michael Alcoff,0,,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Comprehensive Support and Improvement,09,XFSC
09X232,I.S. 232,Middle,EMS,Desiree Resto,Leticia Rodriguez-Rosario,1,"09X303, 09X365",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MS: Unscreened,0,,,,Good Standing,09,XFSC
09X236,P.S. 236 Langston Hughes,Elementary,EMS,Afrina Talukdar,Leticia Rodriguez-Rosario,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K: Non-Zoned School,0,,,,Good Standing,09,XFSC
09X241,Urban Assembly School for Applied Math and Science,Middle,EMS,David Krulwich,Fred Walsh,1,"09X252, 09X263",0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,09,AFSA
09X241,Urban Assembly School for Applied Math and Science,High School,HS,David Krulwich,Fred Walsh,1,"09X252, 09X263",0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"MS: Limited Unscreened, HS: Limited Unscreened",0,,,,Good Standing,09,AFSA
09X250,Eximius College Preparatory Academy: A College Boa,High School,HS,Jonathan Daly,Michael Alcoff,1,09X260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,09,XFSC
09X252,Mott Hall Bronx High School,High School,HS,Kathryn Malloy,Juan Mendez,1,"09X241, 09X263",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,09,AFSA
09X260,Bronx Center for Science and Mathematics,High School,HS,Edward Tom,Juan Mendez,1,09X250,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,09,AFSA
09X263,Validus Preparatory Academy,High School,HS,Christophe Hibbert,Michael Alcoff,1,"09X241, 09X252",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Comprehensive Support and Improvement,09,XFSC
09X274,The New American Academy at Roberto Clemente State,Elementary,EMS,Pepe Gutierrez,Leticia Rodriguez-Rosario,1,09X229,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X294,The Walton Avenue School,Elementary,EMS,Daniel Russo,Leticia Rodriguez-Rosario,1,09X311,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X297,Morris Academy for Collaborative Studies,High School,HS,Matthew Mazzaroppi,Juan Mendez,1,"09X403, 09X404, 09X543",0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Good Standing,09,AFSA
09X303,I.S. X303 Leadership & Community Service,Middle,EMS,Patricia Bentley,Leticia Rodriguez-Rosario,1,"09X232, 09X365",0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"MS: Limited Unscreened, Zoned",0,,,,Good Standing,09,XFSC
09X311,Lucero Elementary School,Elementary,EMS,Kattia Cuba,Leticia Rodriguez-Rosario,1,09X294,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X313,I.S. 313 School of Leadership Development,Middle,EMS,Earl Brathwaite,Leticia Rodriguez-Rosario,1,"09X339, 75X469",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,MS: Unscreened,0,1,,,Targeted Support and Improvement,09,XFSC
09X323,Bronx Writing Academy,Middle,EMS,Lauren Hasson,Leticia Rodriguez-Rosario,1,"09X022, 84X494",0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,09,XFSC
09X324,Bronx Early College Academy for Teaching & Learnin,Middle,EMS,Yvette Rivera,Michael Alcoff,1,"09X449, 09X454",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Screened",0,,,1,Targeted Support and Improvement,09,XFSC
09X324,Bronx Early College Academy for Teaching & Learnin,High School,HS,Yvette Rivera,Michael Alcoff,1,"09X449, 09X454",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"MS: Limited Unscreened, HS: Screened",0,,,1,Targeted Support and Improvement,09,XFSC
09X325,Urban Science Academy,Middle,EMS,Patrick Kelly,Leticia Rodriguez-Rosario,1,"09X328, 84X380",,,,,,,,,,,,,,,,,,,,1,,,,,09,XFSC
09X327,Comprehensive Model School Project M.S. 327,Middle,EMS,Alixandre Ricci,Leticia Rodriguez-Rosario,1,"09X555, 75X010",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"MS: Unscreened, HS: Limited Unscreened",0,,,,Good Standing,09,XFSC
09X327,Comprehensive Model School Project M.S. 327,High School,HS,Alixandre Ricci,Leticia Rodriguez-Rosario,1,"09X555, 75X010",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"MS: Unscreened, HS: Limited Unscreened",0,,,,Good Standing,09,XFSC
09X328,New Millennium Business Academy Middle School,Middle,EMS,Dorald Bastian,Leticia Rodriguez-Rosario,1,"09X325, 84X380",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MS: Limited Unscreened,0,1,,,Good Standing,09,XFSC
09X329,DreamYard Preparatory School,High School,HS,Alicia Wargo,Michael Alcoff,1,"09X227, 09X350, 09X412, 09X413, 09X564",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,HS: Limited Unscreened,0,,,1,Good Standing,09,XFSC
09X339,I.S. 339,Middle,EMS,Kim Outerbridge,Leticia Rodriguez-Rosario,1,"09X313, 75X469",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,MS: Limited Unscreened,0,1,,,Good Standing,09,XFSC
09X350,New Directions Secondary School,Middle,EMS,James Waslawski,Paul Rotondo,1,"09X227, 09X329, 09X412, 09X413, 09X564",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"MS: Limited Unscreened, HS: School-managed Admissions",0,,1,,Comprehensive Support and Improvement,09,XFSC
09X350,New Directions Secondary School,High School Transfer,HST,James Waslawski,Paul Rotondo,1,"09X227, 09X329, 09X412, 09X413, 09X564",0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"MS: Limited Unscreened, HS: School-managed Admissions",0,,1,,Comprehensive Support and Improvement,09,XFSC
09X361,The Highbridge Green School,Middle,EMS,Kyle Brillante,Leticia Rodriguez-Rosario,0,,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,MS: Unscreened,0,,,,Good Standing,09,XFSC
09X365,Academy for Language and Technology,High School,HS,Jose Vinales,Michael Alcoff,1,"09X232, 09X303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,HS: Screened: Language,0,,,,Good Standing,09,XFSC
09X403,Bronx International High School,High School,HS,Joaquin Vega Vargas,Kathy Pelles,1,"09X297, 09X404, 09X543",0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,HS: Screened: Language,0,,,,Good Standing,09,AFSA
09X404,School for Excellence,High School,HS,Jeffrey Houston,Michael Alcoff,1,"09X297, 09X403, 09X543",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HS: Limited Unscreened,0,,,,Comprehensive Support and Improvement,09,XFSC
09X412,Bronx High School of Business,High School,HS,Alice Bajana Vega,Michael Alcoff,1,"09X227, 09X329, 09X350, 09X413, 09X564",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"HS: Limited Unscreened, Screened: Language",0,1,,,Good Standing,09,XFSC
09X413,Bronx High School for Medical Science,Middle,EMS,William Quintana,Michael Alcoff,1,"09X227, 09X329, 09X350, 09X412, 09X564",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,09,XFSC
09X413,Bronx High School for Medical Science,High School,HS,William Quintana,Michael Alcoff,1,"09X227, 09X329, 09X350, 09X412, 09X564",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"MS: Screened, HS: Screened",0,,,,Good Standing,09,XFSC
09X443,The Family School,Elementary,EMS,Rowena Penn,Leticia Rodriguez-Rosario,1,09X457,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X449,Grant Avenue Elementary School,Elementary,EMS,Kristin Erat,Leticia Rodriguez-Rosario,1,"09X324, 09X454",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X454,Science and Technology Academy: A Mott Hall School,Middle,EMS,Dr. Patrick Awosogba,Leticia Rodriguez-Rosario,1,"09X324, 09X449",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,MS: Limited Unscreened,0,,,,Good Standing,09,XFSC
09X457,Sheridan Academy for Young Leaders,Elementary,EMS,Lisette Febus,Leticia Rodriguez-Rosario,1,09X443,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,K: Zoned School,0,,,,Good Standing,09,XFSC
09X505,"Bronx School for Law, Government and Justice",Middle,EMS,Johanie Hernandez,Fred Walsh,0,,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"MS: Screened, HS: Ed. Opt., For Continuing 8th Graders",0,,,,Good Standing,09,AFSA
09X505,"Bronx School for Law, Government and Justice",High School,HS,Johanie Hernandez,Fred Walsh,0,,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"MS: Screened, HS: Ed. Opt., For Continuing 8th Graders",0,,,,Good Standing,09,AFSA
